bridgeId,name,state,region,lga,assetOwner,assetClass,structureType,material,yearBuilt,spanLengthM,deckWidthM,totalLengthM,numberOfSpans,numberOfLanes,clearanceHeightM,latitude,longitude,postingStatus,condition,conditionRating,conditionScore,nhvrRouteAssessed,operationalStatus,criticality,inspectionDate,aadtVehicles,remarks,maintenanceAuthority,designLoad,nhvrRef,sourceRefURL
B00434,SOUTH BR ON RAIL,NSW,Lidcombe,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,4.98,-33.86284,151.04231,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: LUCAS HEIGHTS-DUNDAS; Route No: SR190; Class: State Road; Waterway: Over Mr190; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09637,RLY BR ON MRLND LIN,NSW,Granville,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,4.98,-33.82843,151.0069,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: GREAT WESTERN HIGHWAY; Route No: HW5; Class: State Highway; Waterway: Sh5  Wst Of Mort St; Source: TfNSW Vertical Clearances Oct 2023,,,,
B05048,TILPA BRIDGE,NSW,Tilpa,West Region,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,4.98,-30.93752,144.41809,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: NR RENMARK (SA)-BOURKE; Route No: SR68; Class: State Road; Waterway: Darling River; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07918,PED.BRIDGE OVER,NSW,Beverly Hills,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,4.98,-33.95249,151.08395,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: BEXLEY-PEAKHURST; Route No: SR665; Class: State Road; Waterway: Stoney Ck Rd Sr665; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00048,BR ON FALCON ST,NSW,Cammeray,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,4.98,-33.82977,151.21413,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: NORTH SYDNEY-LANE COVE; Route No: SR651; Class: State Road; Waterway: (Mr 164) Ov N/B M1; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08861,TUNNEL ( W/B),NSW,"Norfolk R, N Epping",Central River Zone,TfNSW,BRIDGE,Tunnel,Reinforced Concrete,,,,,,,4.99,-33.76429,151.09078,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: M2 MOTORWAY; Route No: NR6002; Class: National Highway; Waterway: M2; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00114,GH DR STH BOUND,NSW,Botany,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,4.99,-33.94464,151.1882,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,"Road: FORESHORE RD (BOTANY); Route No: SR617; Class: State Road; Waterway: Foreshore Rd, Mr617; Source: TfNSW Vertical Clearances Oct 2023",,,,
B12377,RAIL OVERBRIDGE MR83,NSW,Grafton,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-29.6909,152.93892,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SUMMERLAND WAY; Route No: SR83; Class: State Road; Waterway: Summerland Way; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00134,BR ON MALGA AV,NSW,Roseville Chase,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-33.77521,151.19875,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: DEE WHY-ROSEVILLE; Route No: SR328; Class: State Road; Waterway: Warringah Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08135,BRIDGE ON SH10 -S/B,NSW,Tweed Heads West,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-28.20288,153.53628,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: COOLAH LGA; Route No: SR9999095; Class: State Road; Waterway: Over Greenway Drive; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08134,BRIDGE ON SH10 -N/B,NSW,Tweed Heads West,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-28.203,153.53618,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: COOLAH LGA; Route No: SR9999095; Class: State Road; Waterway: Over Greenway Drive; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09091,BRIDGE ON SH10 S/B,NSW,Th. Ballina,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-28.48514,153.51379,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: BYRON LGA; Route No: SR9999062; Class: State Road; Waterway: Yelgun Creek; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00625,GIPPS ROAD BRIDGE,NSW,West Wollongong,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-34.41579,150.88025,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTHERN FREEWAY; Route No: NR6006; Class: National Highway; Waterway: Over F.6; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08002,TERRANORA BRIDGE,NSW,Tweed Heads,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-28.19289,153.52713,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,"Road: Unknown; Route No: LR; Class: Local Road; Waterway: Terranora Ck, Dry Dock Rd; Source: TfNSW Vertical Clearances Oct 2023",,,,
B00952,MASTERS ROAD BRIDGE,NSW,Figtree,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-34.4413,150.86435,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTHERN FREEWAY; Route No: NR6006; Class: National Highway; Waterway: Over F.6; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09090,BRIDGE ON SH10 N/B,NSW,Th. Ballina,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-28.48513,153.51355,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: BYRON LGA; Route No: SR9999062; Class: State Road; Waterway: Yelgun Creek; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09962,KEVIN JAMES BROWN BRIDGE,NSW,Wallarah Peninsula,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-33.10915,151.62507,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Access Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B02189,53.02KM NTH BALLINA,NSW,Crabbes Creek,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-28.4674,153.5055,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: TWEED VALLEY WAY; Route No: SR679; Class: State Road; Waterway: Tweed Valley Way; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00317,WESTERN RAIL BR,NSW,Granville,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.0,-33.82894,151.00815,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: GREAT WESTERN HIGHWAY; Route No: HW5; Class: State Highway; Waterway: Sh5 East Of Mort S; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08868,BR ON CULLODEN RD,NSW,Macquarie Park,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.01,-33.76688,151.11331,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: M2 MOTORWAY; Route No: NR6002; Class: National Highway; Waterway: M2; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10342,CARLIE JAYNE BRIDGE,NSW,Ast Of H10,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.01,-31.46408,152.83183,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HASTINGS LGA; Route No: SR9999196; Class: State Road; Waterway: Sovereign Hill Rd.; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10341,BRIDGE W/BOUND H11,NSW,Ast Of H10,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.01,-31.46428,152.83177,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HASTINGS LGA; Route No: SR9999196; Class: State Road; Waterway: Sovereign Hills Rd.; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09007,BR ON K GEORGES RD,NSW,Beverly Hills,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.02,-33.94331,151.07708,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: M5; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08386,BR ON HORSLEY RD,NSW,Panania,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.03,-33.94362,150.99401,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Ov 6005 (M5); Source: TfNSW Vertical Clearances Oct 2023,,,,
B08393,BR ON KURRAJONG RD,NSW,Casula,Western Parkland Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.03,-33.94626,150.89592,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Ov 6005 (M5); Source: TfNSW Vertical Clearances Oct 2023,,,,
B00478,BR ON EPPING ROAD,NSW,North Ryde,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.05,-33.78797,151.12616,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: RYDE-MONA VALE; Route No: SR162; Class: State Road; Waterway: Ov Lane Cove Rd.; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00364,CALGA INTERCHANGE,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Steel Girder,Steel,,,,,,,5.05,-33.42723,151.22482,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: F3 Off Load Ramp; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09044,BRIDGE ON M5(E/B),NSW,Kyeemagh,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.05,-33.94629,151.17003,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SANS SOUCI-BOTANY; Route No: SR194; Class: State Road; Waterway: General Holmes Dr; Source: TfNSW Vertical Clearances Oct 2023,,,,
B04059,CONCRETE BRIDGE,NSW,Carcoar,West Region,TfNSW,BRIDGE,Concrete Girder,Reinforced Concrete,,,,,,,5.07,-33.61776,149.13798,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Mt.Macquarie Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B06753,BR OV SH5,NSW,Glenbrook,Western Parkland Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.08,-33.76106,150.61375,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: GREAT WESTERN HIGHWAY; Route No: HW5; Class: State Highway; Waterway: At Fletcher St; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09869,BR ON OLD WGROVE RD,NSW,Eastern Creek,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.08,-33.80994,150.85205,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: M7 WESTLINK; Route No: SR6009; Class: State Road; Waterway: M7; Source: TfNSW Vertical Clearances Oct 2023,,,,
B06554,AT ROCKY POINT ROAD,NSW,Morriset,Hunter Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.08,-33.068,151.528,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: LAKE MACQUARIE LGA; Route No: SR9999252; Class: State Road; Waterway: Mr217 Over Local Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07915,ON RAMP (MP),NSW,Darling Harbour,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.08,-33.871,151.20356,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: MILLERS PT-PARRAMATTA; Route No: SR165; Class: State Road; Waterway: Enw From Market St; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08074,BR ON BELMORE ROAD,NSW,Riverwood,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.09,-33.94274,151.0541,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Over Tollway M.5; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11485,CONCRETE ARCH RLY BR,NSW,North Sydney,Shb Precinct Zone,TfNSW,BRIDGE,Concrete Girder,Reinforced Concrete,,,,,,,5.09,-33.84205,151.20993,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Local Road; Route No: SR9999999; Class: State Road; Waterway: Arthur Street; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07517,GINDURRA ROAD,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Steel Girder,Steel,,,,,,,5.1,-33.41496,151.2973,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Gindurra Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10792,HEADLAND ROAD,NSW,Th Coff'S,Northern Precinct,TfNSW,BRIDGE,Overpass Bridge,Reinforced Concrete,,,,,,,5.1,-30.2335,153.1478,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,"Road: OLD PACIFIC HWY, COFFS HARBOUR; Route No: SR1100010; Class: State Road; Waterway: Hw 10 Pacific Hwy; Source: TfNSW Vertical Clearances Oct 2023",,,,
B07812,BRIDGE ON SH10 -N/B,NSW,Tweed Heads West,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.1,-28.18628,153.52479,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: COOLAH LGA; Route No: SR9999095; Class: State Road; Waterway: Over Kennedy Drive; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08103,G.T.COCHRANE BRIDGE,NSW,"Armidale, Bypass",Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.1,-30.51572,151.62944,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Over Mr124; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11660,PGIRD BRIDGE,NSW,Liddell Interchange,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,5.1,-32.38043,150.96228,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: BAYSWATER POWER STN (MAIN ACCESS); Route No: SR3050009; Class: State Road; Waterway: Powerstation  Access Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11520,BRIDGE ON SH10,NSW,Orth Of Port Mac,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.1,-31.41353,152.82062,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HASTINGS LGA; Route No: SR9999196; Class: State Road; Waterway: Over Hastings River; Source: TfNSW Vertical Clearances Oct 2023,,,,
B02154,MORORO BRIDGE,NSW,Mororo,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.1,-29.36729,153.25141,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: MACLEAN LGA; Route No: SR9999274; Class: State Road; Waterway: Clarence River North Arm; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08136,KENNEDY DRIVE S.B.,NSW,Ballina,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.1,-28.18622,153.52495,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: COOLAH LGA; Route No: SR9999095; Class: State Road; Waterway: Over Kennedy Drive; Source: TfNSW Vertical Clearances Oct 2023,,,,
B06686,NILOC BRIDGE,NSW,Outh Sydney,Southern Precint,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.1,-34.21585,150.68374,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Sh2; Source: TfNSW Vertical Clearances Oct 2023,,,,
B12102,TUGUN TUNNEL,NSW,Tugun,Northern Precinct,TfNSW,BRIDGE,Tunnel,Reinforced Concrete,,,,,,,5.1,-28.17676,153.5148,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Under Gold Coast Airport; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09902,BR ON M7 NB,NSW,Plumpton,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.11,-33.76025,150.84697,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Woodstock Av; Source: TfNSW Vertical Clearances Oct 2023,,,,
B04058,CONCRETE BRIDGE,NSW,Carcoar,West Region,TfNSW,BRIDGE,Concrete Girder,Reinforced Concrete,,,,,,,5.11,-33.61574,149.1396,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Eulamore Street; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07809,NSHORE RAIL BRIDGE,NSW,Pymble-Gordon,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.11,-33.7507,151.14764,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: RYDE-MONA VALE; Route No: SR162; Class: State Road; Waterway: Ov Mona Vale Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00268,BENNETT RD BRIDGE,NSW,Colyton,Western Parkland Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.12,-33.78781,150.78972,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: WESTERN FREEWAY; Route No: NR6004; Class: National Highway; Waterway: M4; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00201,BR ON CHURCH ST -,NSW,"Rd-Mr166,Hunters H.",Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.12,-33.83428,151.1459,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: GLADESVILLE BR-LANE COVE; Route No: SR166; Class: State Road; Waterway: Sr2033 Ov Burns Bay; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09915,BR ON M7SB OV SB,NSW,Oakhurt,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.12,-33.73166,150.85076,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: M7 WESTLINK; Route No: SR6009; Class: State Road; Waterway: Rmp To R'Mond Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00321,BRIDGE ON MR644 -,NSW,Prospect,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.13,-33.80228,150.9161,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: GREAT WESTERN HIGHWAY; Route No: HW5; Class: State Highway; Waterway: Prospect Hwy Ov Sh5; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08385,BR ON BEACONFIELD R,NSW,Revesby,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.13,-33.94248,151.0008,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Ov 6005 (M5); Source: TfNSW Vertical Clearances Oct 2023,,,,
B11809,NB BRIDGE ON SH10,NSW,Th. Coffs Harbour,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.14,-29.7317,153.11981,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: ULMARRA LGA; Route No: SR9999450; Class: State Road; Waterway: Pillar Valley 5; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00338,BR ON SH10 (S/B),NSW,Cowan,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.14,-33.60672,151.16178,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: F3 On/Off Ramps; Source: TfNSW Vertical Clearances Oct 2023,,,,
B11810,SB BRIDGE ON SH10,NSW,Th. Coffs Harbour,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.14,-29.73178,153.12,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: ULMARRA LGA; Route No: SR9999450; Class: State Road; Waterway: Pillar Valley 5; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00510,BR ON WALLGROVE RD,NSW,Eastern Creek,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.15,-33.79763,150.85324,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: WESTERN FREEWAY; Route No: NR6004; Class: National Highway; Waterway: Over M4; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00165,AUS GLF CLUB ACESS,NSW,Kensington,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.15,-33.91903,151.21119,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: BOTANY-PADDINGTON; Route No: SR593; Class: State Road; Waterway: Suthern X Dr; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00973,TOLLGATE DRIVE,NSW,Linden,Western Parkland Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.15,-33.71787,150.49655,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: GREAT WESTERN HIGHWAY; Route No: HW5; Class: State Highway; Waterway: Sh5; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00602,MITCHELL'S BRIDGE,NSW,Minto,Western Parkland Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.15,-34.01263,150.82761,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Sh2; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08857,BR ON BEECROFT RD,NSW,Cheltenham,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.16,-33.76315,151.07966,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: M2 MOTORWAY; Route No: NR6002; Class: National Highway; Waterway: M2; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08387,BR ON HENRY LAWSON,NSW,Milperra,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.16,-33.94491,150.98229,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Ov 6005 (M5); Source: TfNSW Vertical Clearances Oct 2023,,,,
B06848,BRIDGE ON M4,NSW,Silverwater,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.16,-33.84285,151.04422,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: LUCAS HEIGHTS-DUNDAS; Route No: SR190; Class: State Road; Waterway: Over Silverwater Road; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08381,BR ON GIBSON AV,NSW,Padstow,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.17,-33.9402,151.02773,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Ov 6005 (M5); Source: TfNSW Vertical Clearances Oct 2023,,,,
B07815,BR ON PACIFIC HWY,NSW,Gordon-Pymble,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.17,-33.75117,151.14732,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: RYDE-MONA VALE; Route No: SR162; Class: State Road; Waterway: Ov Ryde & M'Vale Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00393,WATER PIPES,NSW,West Ryde,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.17,-33.80806,151.09018,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: MILLERS PT-PARRAMATTA; Route No: SR165; Class: State Road; Waterway: Over Victoria Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B10777,TWIN VIADUCT BRIDGE,NSW,Banora Point,Northern Precinct,TfNSW,BRIDGE,Viaduct,Prestressed Concrete,,,,,,,5.18,-28.22045,153.55067,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Banora Point Valley; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00145,BR ON KOORABAN ST.,NSW,Waterfall,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.18,-34.13524,150.99413,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PRINCES HIGHWAY; Route No: HW1; Class: State Highway; Waterway: (Mr393)  Over Sh1; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08712,PEDO(NEAR MENAI PK),NSW,Menai,Eastern Habour Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.18,-34.0181,151.01603,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: SUTHERLAND-MENAI; Route No: SR663; Class: State Road; Waterway: Menai Rd; Source: TfNSW Vertical Clearances Oct 2023,,,,
B07565,GRANVILLE,NSW,Good St & Church St,Central River Zone,TfNSW,BRIDGE,Viaduct,Prestressed Concrete,,,,,,,5.19,-33.82697,151.01216,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: GREAT WESTERN HIGHWAY; Route No: HW5; Class: State Highway; Waterway: Spans 36-58 Between; Source: TfNSW Vertical Clearances Oct 2023,,,,
B08571,S/B PGIRD BRIDGE,NSW,Sydney,Hunter Precinct,TfNSW,BRIDGE,Prestressed Concrete Girder,Prestressed Concrete,,,,,,,5.19,-33.34507,151.36898,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,,,,
B00304,EAST BRNO.1 ON RAIL,NSW,Flemington,Central River Zone,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.19,-33.85622,151.064,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: GREAT WESTERN HIGHWAY; Route No: HW5; Class: State Highway; Waterway: Over Sh5; Source: TfNSW Vertical Clearances Oct 2023,,,,
B09125,BRG. ON CLOTHIERS CK RD,NSW,Th. Ballina,Northern Precinct,TfNSW,BRIDGE,Bridge,Unknown,,,,,,,5.19,-28.33056,153.51996,UNRESTRICTED,,,,false,OPERATIONAL,STANDARD,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Over Pacific Hwy; Source: TfNSW Vertical Clearances Oct 2023,,,,
