bridgeId,name,region,state,lga,roadRoute,routeNumber,assetOwner,maintenanceAuthority,condition,conditionRating,postingStatus,structureType,material,clearanceHeightM,spanLengthM,totalLengthM,widthM,numberOfSpans,numberOfLanes,latitude,longitude,inspectionDate,yearBuilt,designLoad,nhvrRouteAssessed,gazetteRef,nhvrRef,aadtVehicles,freightRoute,overMassRoute,highPriorityAsset,floodImpacted,scourRisk,sourceRefURL,openDataRef,remarks
NSW-VC-01879,65.29Km Nth Kempsey,Northern NSW,NSW,Northern NSW,,3170010,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,6.0,,,,,,-30.6385,152.9776,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON LOCAL RD. OVER SH 10 at NTH. NAMBUCCA HEADS; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-01898,Thone River Bridge,Northern NSW,NSW,Northern NSW,,11,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.22,,,,,,-31.46053,152.54545,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,STRUS BRDGE ON SH11 THONE RIVER at 22.02KM W WAUCHOPE; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02013,Major Oakes Bridge,Northern NSW,NSW,Northern NSW,,9999235,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.5,,,,,,-31.01623,152.95012,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON RR556 MACLEAY RIVER at SMITHTOWN GLADSTONE; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02089,Urunga Bridge,Northern NSW,NSW,Northern NSW,,9999033,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.6,,,,,,-30.4928,153.0137,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON SH10 NTHARM.KALANG RIVER at 26.75KM S COFF HARB; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02090,Raleigh Bridge,Northern NSW,NSW,Northern NSW,,9999033,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.2,,,,,,-30.45529,153.0087,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON LOCAL RD. BELLINGER RIVER at NTH.ARM AT RALEIGH; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02151,Harwood Bridge,Northern NSW,NSW,Northern NSW,,9999274,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,3.0,,,,,,-29.43438,153.24071,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BR ON OLD SH10 OV MR152 CLARENCE RIVER at 47.05KM NTH GRAFTON; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02154,Mororo Bridge,Northern NSW,NSW,Northern NSW,,9999274,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.1,,,,,,-29.36729,153.25141,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,LOCAL ROAD BRIDGE CLARENCE RIVER NORTH ARM at MORORO; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02166,Wardell Bridge,Northern NSW,NSW,Northern NSW,,230010,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.15,,,,,,-28.95492,153.46509,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE (LIFT SPAN) RICHMOND RIVER at 16.45KM STH BALLINA; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02166-1,Wardell Bridge,Northern NSW,NSW,Northern NSW,,9999023,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,3.0,,,,,,-28.95492,153.46509,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE (LIFT SPAN) RICHMOND RIVER at 16.45KM STH BALLINA; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02189,53.02Km Nth Ballina,Northern NSW,NSW,Northern NSW,,679,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.0,,,,,,-28.4674,153.5055,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,RAIL OVERBRIDGE TWEED VALLEY WAY at NEAR CRABBES CREEK; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02213,Railway Bridge Gwydir Highway at South Grafton,Northern NSW,NSW,Northern NSW,,12,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.2,,,,,,-29.70736,152.94069,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,RAILWAY BRIDGE GWYDIR HIGHWAY at SOUTH GRAFTON; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02239,Ballina St Bridge,Northern NSW,NSW,Northern NSW,,16,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.2,,,,,,-28.81291,153.27066,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON SH16 WILSONS RIVER at LISMORE; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02239-1,Ballina St Bridge,Northern NSW,NSW,Northern NSW,,9999257,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.4,,,,,,-28.81291,153.27066,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON SH16 WILSONS RIVER at LISMORE; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02285,Bridge On Rr74 Orara River at Coutts Crossing,Northern NSW,NSW,Northern NSW,,74,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.45,,,,,,-29.82312,152.89174,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON RR74 ORARA RIVER at COUTTS CROSSING; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02322,Grafton Bridge,Northern NSW,NSW,Northern NSW,,9999173,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,9.0,,,,,,-29.7001,152.94242,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,ROAD & RLY BRIDGE CLARENCE RIVER at AT SOUTH GRAFTON; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02323,2.68Km Nth Sh12,Northern NSW,NSW,Northern NSW,,9999173,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,3.5,,,,,,-29.68869,152.93529,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,RAILWAY OVERBRIDGE PRINCE STREET at IN GRAFTON; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02361,Railway 0Verbridge Over S.R.83 at 0.48Km Nth Kyogle,Northern NSW,NSW,Northern NSW,,83,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.3,,,,,,-28.61596,153.00069,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,RAILWAY 0VERBRIDGE OVER S.R.83 at 0.48KM NTH KYOGLE; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02462,Glebe Bridge,Northern NSW,NSW,Northern NSW,,148,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,6.1,,,,,,-28.97801,153.28838,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON RR148 RICHMOND RIVER at 0.60KM NTH CORAKI; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02537,Mcfarlane Bridge,Northern NSW,NSW,Northern NSW,,152,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,6.1,,,,,,-29.46569,153.19577,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON RR152 CLARENCE RIVER at 0.98KM STH MACLEAN; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02681,Glenreagh Bridge,Northern NSW,NSW,Northern NSW,,9999450,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.6,,,,,,-30.05385,152.98033,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON LOCAL RD ORARA RIVER at GLENREAGH; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-02767,Gravesend Bridge,Northern NSW,NSW,Northern NSW,,12,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.3,,,,,,-29.58153,150.36657,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON SH12 GWYDIR RIVER at 22.58KM W WARIALDA; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-03184,Bridge Murray River at Echuca-Moama,South West NSW,NSW,South West NSW,,2990021,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.2,,,,,,-36.12329,144.75292,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE MURRAY RIVER at ECHUCA-MOAMA; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-03215,Bridge Murray River at At Swan Hill,South West NSW,NSW,South West NSW,,467,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,9.1,,,,,,-35.33816,143.562,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE MURRAY RIVER at AT SWAN HILL; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-03244,Timber Truss Bridge Murray River at At Tooleybuc,South West NSW,NSW,South West NSW,,694,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,9.2,,,,,,-35.03045,143.33523,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,TIMBER TRUSS BRIDGE MURRAY RIVER at AT TOOLEYBUC; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-03247,Cobram Bridge,South West NSW,NSW,South West NSW,,9999034,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,9.5,,,,,,-35.91602,145.66924,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,COBRAM BRIDGE MURRAY RIVER at AT BAROOGA; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-03248,Carrathool Bridge,South West NSW,NSW,South West NSW,,3000244,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,6.2,,,,,,-34.44876,145.41712,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,TIMBER BRIDGE MURRUMBIDGEE R at NEAR CARRATHOOL; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-03256,Koondrook Bridge,South West NSW,NSW,South West NSW,,319,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,9.5,,,,,,-35.63014,144.1251,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,TRUSS BRIDGE MURRAY RIVER at AT BARHAM; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-03375,Road And Rly Bridge Murray River at At Gonn Crossing,South West NSW,NSW,South West NSW,,4690122,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,7.5,,,,,,-35.50319,143.95671,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,ROAD AND RLY BRIDGE MURRAY RIVER at AT GONN CROSSING; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-03377,Nyah Bridge,South West NSW,NSW,South West NSW,,4690061,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.1,,,,,,-35.17282,143.39236,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,NYAH BRIDGE MURRAY RIVER at AT NYAH; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-03426,Bridge On Sh11 Peel River at In Tamworth Cbd,Northern NSW,NSW,Northern NSW,,9999425,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,3.3,,,,,,-31.09122,150.92712,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON SH11 PEEL RIVER at IN TAMWORTH CBD; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-03647,1.93Km Nth Tam,Northern NSW,NSW,Northern NSW,,63,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.25,,,,,,-31.08446,150.9242,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,RAILWAY BRIDGE OVER PEEL STREET at IN TAMWORTH; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-03665,Manilla River Bridge,Northern NSW,NSW,Northern NSW,,63,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.3,,,,,,-30.3725,150.60932,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON SR63 OV MANILLA RIVER at 0.80KM NTH BARRABA; NORTH REGION / NORTHERN PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-04058,Concrete Bridge Eulamore Street at At Carcoar,Western NSW,NSW,Western NSW,,9999043,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.11,,,,,,-33.61574,149.1396,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,CONCRETE BRIDGE EULAMORE STREET at AT CARCOAR; WEST REGION; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-04059,Concrete Bridge Mt.Macquarie Road at At Carcoar,Western NSW,NSW,Western NSW,,9999043,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.07,,,,,,-33.61776,149.13798,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,CONCRETE BRIDGE MT.MACQUARIE ROAD at AT CARCOAR; WEST REGION; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-04148,L.H. Ford Bridge,Western NSW,NSW,Western NSW,,9999125,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.5,,,,,,-32.25306,148.59998,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE MACQUARIE RIVER at AT DUBBO; WEST REGION; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-04195,Oxley Bridge,Western NSW,NSW,Western NSW,,9999999,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,3.4,,,,,,-33.39017,148.00613,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,CONCRETE BRIDGE LAKE FORBES at 0.46KM SW FORBES; WEST REGION; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-04273,Railway Bridge Mr56 Lachlan Vallay Way at Cowra,Western NSW,NSW,Western NSW,,56,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.85,,,,,,-33.84964,148.68092,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,RAILWAY BRIDGE MR56 LACHLAN VALLAY WAY at COWRA; WEST REGION; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-04523,Gin Gin,Western NSW,NSW,Western NSW,,347,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.88,,,,,,-31.91661,148.08397,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,CONCRETE BRIDGE AB1 MACQUARIE RIVER at 16.75KM NNE TRANGIE; WEST REGION; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-04778,Bridge Grawin Creek at 8.83Km E Collarnbri,Western NSW,NSW,Western NSW,,12,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.31,,,,,,-29.54541,148.65282,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE GRAWIN CREEK at 8.83KM E COLLARNBRI; WEST REGION; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05047,Louth Bridge,Western NSW,NSW,Western NSW,,1090011,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.4,,,,,,-30.53493,145.11496,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE DARLING RIVER at LOUTH; WEST REGION; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05048,Tilpa Bridge,Western NSW,NSW,Western NSW,,68,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.98,,,,,,-30.93752,144.41809,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE DARLING RIVER at TILPA; WEST REGION; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05101,Bridge Willa Willyong Ck2 at 187.64Km W Wilcanni,Western NSW,NSW,Western NSW,,8,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,7.12,,,,,,-31.91929,141.53522,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE WILLA WILLYONG CK2 at 187.64KM W WILCANNI; WEST REGION; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05149,Abbotsford Bridge,Western NSW,NSW,Western NSW,,22,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.27,,,,,,-34.11407,141.98742,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,ABBOTSFORD BRIDGE MURRAY RIVER at AT CURLWAA; WEST REGION; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05466,Bridge Over Hw4 at Blowering Dam Ac.Rd,South West NSW,NSW,South West NSW,,4,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.49,,,,,,-35.42261,148.27935,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE OVER HW4 at BLOWERING DAM AC.RD; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05575,Bethanga Bridge,South West NSW,NSW,South West NSW,,20,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.14,,,,,,-36.09238,147.06148,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,STEEL TRUSS BRIDGE MURRAY RIVER at AT HUME RESERVOIR; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05627,Railway Bridge Over Mr78 at At Junee,South West NSW,NSW,South West NSW,,78,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.42,,,,,,-34.85846,147.58645,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,RAILWAY BRIDGE OVER MR78 at AT JUNEE; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05681,Bridge Murray River at At Jingellic,South West NSW,NSW,South West NSW,,85,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.96,,,,,,-35.93198,147.70184,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE MURRAY RIVER at AT JINGELLIC; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05819,Mulwala Bridge,South West NSW,NSW,South West NSW,,314,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.5,,,,,,-36.00738,146.00483,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE MURRAY RIVER at AT MULWALA; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05909,Mundowy Bridge,South West NSW,NSW,South West NSW,,543,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.91,,,,,,-35.03335,147.10824,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE MURRUMBIDGEE R at 8.3 N COLLINGULLIE; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05966,Bridge Over Tuross River at 1.6Km Nortth Of Bodala,Illawarra,NSW,Illawarra / Shoalhaven,,1,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.4,,,,,,-36.06556,150.05037,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE OVER TUROSS RIVER at 1.6KM NORTTH OF BODALA; SOUTH REGION / SOUTHERN PRECINT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-05972,Narooma Bridge,Illawarra,NSW,Illawarra / Shoalhaven,,1,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.7,,,,,,-36.20876,150.12215,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,BRIDGE ON SH1 OVER WAGONGA INLET at AT NAROOMA; SOUTH REGION / SOUTHERN PRECINT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-06297,Gundagai Tunnel,South West NSW,NSW,South West NSW,,2,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.41,,,,,,-35.06321,148.09516,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,"BR ON SH2, GUNDAGAI OVER  OFFLOAD RAMP at TO SHERIDAN STREET; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023"
NSW-VC-06298,Sheahan Bridge,South West NSW,NSW,South West NSW,,243,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.41,,,,,,-35.07037,148.09493,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,N/B BRIDGE OVER MR243 BIDGEE at MURRUMBIDGEE RIVER; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-06311,N/B Load Ramp Over Sh2 - S/B at At Sh3 Interchange,Illawarra,NSW,Illawarra / Shoalhaven,,2,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,5.2,,,,,,-34.80293,149.60966,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,N/B LOAD RAMP OVER SH2 - S/B at AT SH3 INTERCHANGE; SOUTH REGION / SOUTHERN PRECINT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-06430,Darling Is Good Rly Wattle St at Pyrmont,Eastern Sydney,NSW,Eastern Harbour City,,594,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.61,,,,,,-33.87502,151.19337,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,DARLING IS GOOD RLY WATTLE ST at PYRMONT; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-06442,The Gap,South West NSW,NSW,South West NSW,,78,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.45,,,,,,-34.64944,148.00022,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,RAILWAY BRIDGE OVER MR78 at 3.2 K S COOTAMUNDRA; SOUTH REGION / SOUTH WEST PRECINCT; Source: TfNSW State Roads Vertical Clearances Oct 2023
NSW-VC-06450,Rly Br Ov Neild Av & Craigend Street at Darlinghurst,Eastern Sydney,NSW,Eastern Harbour City,,173,TfNSW,TfNSW,,,UNRESTRICTED,BEAM,Concrete,4.76,,,,,,-33.87687,151.22891,,,,FALSE,,,,FALSE,FALSE,FALSE,FALSE,,https://data.nsw.gov.au,TfNSW-VC-OCT2023,RLY BR OV NEILD AV & CRAIGEND STREET at DARLINGHURST; SYDNEY REGION / EASTERN HABOUR ZONE; Source: TfNSW State Roads Vertical Clearances Oct 2023
