ID,bridgeId,name,region,state,structureType,material,latitude,longitude,route_ID,routeKm,condition,conditionScore,inspectionDate,yearBuilt,spanLengthM,deckWidthM,clearanceHeightM,postingStatus,isActive,lga,assetOwner,maintenanceAuthority,conditionRating,numberOfSpans,numberOfLanes,totalLengthM,widthM,designLoad,nhvrRouteAssessed,gazetteRef,freightRoute,overMassRoute,highPriorityAsset,floodImpacted,scourRisk,aadtVehicles,sourceRefURL,nhvrRef,openDataRef,remarks,roadRoute,routeNumber,designStandard,conditionStandard,seismicZone,nextInspectionDue,dataSource,bancId,bancURL,primaryExternalSystem,primaryExternalId,primaryExternalURL
7dc51aa3-e98c-453d-a1ae-9e926480c90a,B09007,BR ON K GEORGES RD,Beverly Hills,NSW,Bridge,Unknown,-33.94331,151.07708,,,FAIR,,,,,,5.02,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: M5; Source: TfNSW Vertical Clearances Oct 2023,SOUTH WESTERN FREEWAY,NR6005,,,,,TfNSW Open Data,,,,,
5288780a-a72e-42ff-8b1d-e53fc9c38c45,B08386,BR ON HORSLEY RD,Panania,NSW,Bridge,Unknown,-33.94362,150.99401,,,FAIR,,,,,,5.03,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Ov 6005 (M5); Source: TfNSW Vertical Clearances Oct 2023,SOUTH WESTERN FREEWAY,NR6005,,,,,TfNSW Open Data,,,,,
52aef238-6efc-4400-afae-4b6180694a73,B08393,BR ON KURRAJONG RD,Casula,NSW,Bridge,Unknown,-33.94626,150.89592,,,FAIR,,,,,,5.03,UNRESTRICTED,true,Western Parkland Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Ov 6005 (M5); Source: TfNSW Vertical Clearances Oct 2023,SOUTH WESTERN FREEWAY,NR6005,,,,,TfNSW Open Data,,,,,
76cad133-679f-42f4-bb6c-5dcc947b1658,B00478,BR ON EPPING ROAD,North Ryde,NSW,Bridge,Unknown,-33.78797,151.12616,,,FAIR,,,,,,5.05,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: RYDE-MONA VALE; Route No: SR162; Class: State Road; Waterway: Ov Lane Cove Rd.; Source: TfNSW Vertical Clearances Oct 2023,RYDE-MONA VALE,SR162,,,,,TfNSW Open Data,,,,,
e5eb5d18-3d04-4e33-9928-372508c353f2,B00364,CALGA INTERCHANGE,Sydney,NSW,Steel Girder,Steel,-33.42723,151.22482,,,FAIR,,,,,,5.05,UNRESTRICTED,true,Hunter Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: F3 Off Load Ramp; Source: TfNSW Vertical Clearances Oct 2023,SYDNEY-NEWCASTLE FREEWAY,NR6003,,,,,TfNSW Open Data,,,,,
e4ddeba8-d22f-4f0f-848f-77993b4f2a43,B09044,BRIDGE ON M5(E/B),Kyeemagh,NSW,Bridge,Unknown,-33.94629,151.17003,,,FAIR,,,,,,5.05,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: SANS SOUCI-BOTANY; Route No: SR194; Class: State Road; Waterway: General Holmes Dr; Source: TfNSW Vertical Clearances Oct 2023,SANS SOUCI-BOTANY,SR194,,,,,TfNSW Open Data,,,,,
af032f9f-bd29-4c30-bc12-5cd318acd666,B04059,CONCRETE BRIDGE,Carcoar,NSW,Concrete Girder,Reinforced Concrete,-33.61776,149.13798,,,FAIR,,,,,,5.07,UNRESTRICTED,true,West Region,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Mt.Macquarie Road; Source: TfNSW Vertical Clearances Oct 2023,Unknown,LR,,,,,TfNSW Open Data,,,,,
f6f4c264-d097-4f57-8dc5-ac481835df33,B06753,BR OV SH5,Glenbrook,NSW,Bridge,Unknown,-33.76106,150.61375,,,FAIR,,,,,,5.08,UNRESTRICTED,true,Western Parkland Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: GREAT WESTERN HIGHWAY; Route No: HW5; Class: State Highway; Waterway: At Fletcher St; Source: TfNSW Vertical Clearances Oct 2023,GREAT WESTERN HIGHWAY,HW5,,,,,TfNSW Open Data,,,,,
b548621b-3ab2-4c2c-ad41-070780d61f7d,B09869,BR ON OLD WGROVE RD,Eastern Creek,NSW,Bridge,Unknown,-33.80994,150.85205,,,FAIR,,,,,,5.08,UNRESTRICTED,true,Central River Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: M7 WESTLINK; Route No: SR6009; Class: State Road; Waterway: M7; Source: TfNSW Vertical Clearances Oct 2023,M7 WESTLINK,SR6009,,,,,TfNSW Open Data,,,,,
112d7b04-bfad-44ba-bcaa-877ab5abdc34,B06554,AT ROCKY POINT ROAD,Morriset,NSW,Bridge,Unknown,-33.068,151.528,,,FAIR,,,,,,5.08,UNRESTRICTED,true,Hunter Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: LAKE MACQUARIE LGA; Route No: SR9999252; Class: State Road; Waterway: Mr217 Over Local Rd; Source: TfNSW Vertical Clearances Oct 2023,LAKE MACQUARIE LGA,SR9999252,,,,,TfNSW Open Data,,,,,
0cb26a30-300b-4c98-8993-695d4c10b22c,B07915,ON RAMP (MP),Darling Harbour,NSW,Bridge,Unknown,-33.871,151.20356,,,FAIR,,,,,,5.08,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: MILLERS PT-PARRAMATTA; Route No: SR165; Class: State Road; Waterway: Enw From Market St; Source: TfNSW Vertical Clearances Oct 2023,MILLERS PT-PARRAMATTA,SR165,,,,,TfNSW Open Data,,,,,
4f4830f8-6be4-483b-bf4a-0a1850965b9a,B08074,BR ON BELMORE ROAD,Riverwood,NSW,Bridge,Unknown,-33.94274,151.0541,,,FAIR,,,,,,5.09,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Over Tollway M.5; Source: TfNSW Vertical Clearances Oct 2023,SOUTH WESTERN FREEWAY,NR6005,,,,,TfNSW Open Data,,,,,
8592164f-6000-4019-97ce-ff76688aeb45,B11485,CONCRETE ARCH RLY BR,North Sydney,NSW,Concrete Girder,Reinforced Concrete,-33.84205,151.20993,,,FAIR,,,,,,5.09,UNRESTRICTED,true,Shb Precinct Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Local Road; Route No: SR9999999; Class: State Road; Waterway: Arthur Street; Source: TfNSW Vertical Clearances Oct 2023,Local Road,SR9999999,,,,,TfNSW Open Data,,,,,
de6ce218-3c5c-4227-8581-a74f5f98bb28,B07517,GINDURRA ROAD,Sydney,NSW,Steel Girder,Steel,-33.41496,151.2973,,,FAIR,,,,,,5.1,UNRESTRICTED,true,Hunter Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Gindurra Rd; Source: TfNSW Vertical Clearances Oct 2023,Unknown,LR,,,,,TfNSW Open Data,,,,,
0ddd069d-7e17-44f4-be0b-c71473fdb959,B10792,HEADLAND ROAD,Th Coff'S,NSW,Overpass Bridge,Reinforced Concrete,-30.2335,153.1478,,,FAIR,,,,,,5.1,UNRESTRICTED,true,Northern Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,"Road: OLD PACIFIC HWY, COFFS HARBOUR; Route No: SR1100010; Class: State Road; Waterway: Hw 10 Pacific Hwy; Source: TfNSW Vertical Clearances Oct 2023","OLD PACIFIC HWY, COFFS HARBOUR",SR1100010,,,,,TfNSW Open Data,,,,,
aa48c714-28a4-4a49-a217-312e38f42d68,B07812,BRIDGE ON SH10 -N/B,Tweed Heads West,NSW,Bridge,Unknown,-28.18628,153.52479,,,FAIR,,,,,,5.1,UNRESTRICTED,true,Northern Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: COOLAH LGA; Route No: SR9999095; Class: State Road; Waterway: Over Kennedy Drive; Source: TfNSW Vertical Clearances Oct 2023,COOLAH LGA,SR9999095,,,,,TfNSW Open Data,,,,,
afbbefdc-ccf8-4933-9bdd-39752c7faa2a,B08103,G.T.COCHRANE BRIDGE,"Armidale, Bypass",NSW,Bridge,Unknown,-30.51572,151.62944,,,FAIR,,,,,,5.1,UNRESTRICTED,true,Northern Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Over Mr124; Source: TfNSW Vertical Clearances Oct 2023,Unknown,LR,,,,,TfNSW Open Data,,,,,
6356a49f-6208-41db-91f2-2b47e421b476,B11660,PGIRD BRIDGE,Liddell Interchange,NSW,Prestressed Concrete Girder,Prestressed Concrete,-32.38043,150.96228,,,FAIR,,,,,,5.1,UNRESTRICTED,true,Hunter Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: BAYSWATER POWER STN (MAIN ACCESS); Route No: SR3050009; Class: State Road; Waterway: Powerstation  Access Rd; Source: TfNSW Vertical Clearances Oct 2023,BAYSWATER POWER STN (MAIN ACCESS),SR3050009,,,,,TfNSW Open Data,,,,,
7280ff5d-beb0-4cdc-b9be-962c1f447f96,B11520,BRIDGE ON SH10,Orth Of Port Mac,NSW,Bridge,Unknown,-31.41353,152.82062,,,FAIR,,,,,,5.1,UNRESTRICTED,true,Northern Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: HASTINGS LGA; Route No: SR9999196; Class: State Road; Waterway: Over Hastings River; Source: TfNSW Vertical Clearances Oct 2023,HASTINGS LGA,SR9999196,,,,,TfNSW Open Data,,,,,
f7aa9fe7-8dba-49f5-93f4-096343f2c71d,B02154,MORORO BRIDGE,Mororo,NSW,Bridge,Unknown,-29.36729,153.25141,,,FAIR,,,,,,5.1,UNRESTRICTED,true,Northern Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: MACLEAN LGA; Route No: SR9999274; Class: State Road; Waterway: Clarence River North Arm; Source: TfNSW Vertical Clearances Oct 2023,MACLEAN LGA,SR9999274,,,,,TfNSW Open Data,,,,,
d9ad519a-14d6-4628-b614-15a6ce4bfbc4,B08136,KENNEDY DRIVE S.B.,Ballina,NSW,Bridge,Unknown,-28.18622,153.52495,,,FAIR,,,,,,5.1,UNRESTRICTED,true,Northern Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: COOLAH LGA; Route No: SR9999095; Class: State Road; Waterway: Over Kennedy Drive; Source: TfNSW Vertical Clearances Oct 2023,COOLAH LGA,SR9999095,,,,,TfNSW Open Data,,,,,
c9138a5f-2a7c-45bc-81e0-50cceda150b3,B06686,NILOC BRIDGE,Outh Sydney,NSW,Bridge,Unknown,-34.21585,150.68374,,,FAIR,,,,,,5.1,UNRESTRICTED,true,Southern Precint,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Sh2; Source: TfNSW Vertical Clearances Oct 2023,HUME HIGHWAY,HW2,,,,,TfNSW Open Data,,,,,
4b7bbadf-811e-47cf-8915-2ecf6fe1b9bc,B12102,TUGUN TUNNEL,Tugun,NSW,Tunnel,Reinforced Concrete,-28.17676,153.5148,,,FAIR,,,,,,5.1,UNRESTRICTED,true,Northern Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Under Gold Coast Airport; Source: TfNSW Vertical Clearances Oct 2023,PACIFIC HIGHWAY,HW10,,,,,TfNSW Open Data,,,,,
5fd345e2-29bf-4c7f-ac35-f01f126a419d,B09902,BR ON M7 NB,Plumpton,NSW,Bridge,Unknown,-33.76025,150.84697,,,FAIR,,,,,,5.11,UNRESTRICTED,true,Central River Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Woodstock Av; Source: TfNSW Vertical Clearances Oct 2023,Unknown,LR,,,,,TfNSW Open Data,,,,,
d34ebb4c-2a82-4056-8328-5376f666615c,B04058,CONCRETE BRIDGE,Carcoar,NSW,Concrete Girder,Reinforced Concrete,-33.61574,149.1396,,,FAIR,,,,,,5.11,UNRESTRICTED,true,West Region,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Eulamore Street; Source: TfNSW Vertical Clearances Oct 2023,Unknown,LR,,,,,TfNSW Open Data,,,,,
698c3115-8d90-4adf-9c72-905bf8e3523e,B07809,NSHORE RAIL BRIDGE,Pymble-Gordon,NSW,Bridge,Unknown,-33.7507,151.14764,,,FAIR,,,,,,5.11,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: RYDE-MONA VALE; Route No: SR162; Class: State Road; Waterway: Ov Mona Vale Rd; Source: TfNSW Vertical Clearances Oct 2023,RYDE-MONA VALE,SR162,,,,,TfNSW Open Data,,,,,
38de51e1-e86c-4b4a-83a2-a9a60464dc55,B00268,BENNETT RD BRIDGE,Colyton,NSW,Bridge,Unknown,-33.78781,150.78972,,,FAIR,,,,,,5.12,UNRESTRICTED,true,Western Parkland Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: WESTERN FREEWAY; Route No: NR6004; Class: National Highway; Waterway: M4; Source: TfNSW Vertical Clearances Oct 2023,WESTERN FREEWAY,NR6004,,,,,TfNSW Open Data,,,,,
eb13d8b9-98f2-4e01-80e6-cc6c6840912c,B00201,BR ON CHURCH ST -,"Rd-Mr166,Hunters H.",NSW,Bridge,Unknown,-33.83428,151.1459,,,FAIR,,,,,,5.12,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: GLADESVILLE BR-LANE COVE; Route No: SR166; Class: State Road; Waterway: Sr2033 Ov Burns Bay; Source: TfNSW Vertical Clearances Oct 2023,GLADESVILLE BR-LANE COVE,SR166,,,,,TfNSW Open Data,,,,,
12254340-e4fa-4c14-a80f-d389afb784a6,B09915,BR ON M7SB OV SB,Oakhurt,NSW,Bridge,Unknown,-33.73166,150.85076,,,FAIR,,,,,,5.12,UNRESTRICTED,true,Central River Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: M7 WESTLINK; Route No: SR6009; Class: State Road; Waterway: Rmp To R'Mond Rd; Source: TfNSW Vertical Clearances Oct 2023,M7 WESTLINK,SR6009,,,,,TfNSW Open Data,,,,,
9fa4055f-5beb-4903-8c88-0482f6677e33,B00321,BRIDGE ON MR644 -,Prospect,NSW,Bridge,Unknown,-33.80228,150.9161,,,FAIR,,,,,,5.13,UNRESTRICTED,true,Central River Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: GREAT WESTERN HIGHWAY; Route No: HW5; Class: State Highway; Waterway: Prospect Hwy Ov Sh5; Source: TfNSW Vertical Clearances Oct 2023,GREAT WESTERN HIGHWAY,HW5,,,,,TfNSW Open Data,,,,,
041fb1eb-3ecf-449d-b6a9-c97cfe07a671,B08385,BR ON BEACONFIELD R,Revesby,NSW,Bridge,Unknown,-33.94248,151.0008,,,FAIR,,,,,,5.13,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Ov 6005 (M5); Source: TfNSW Vertical Clearances Oct 2023,SOUTH WESTERN FREEWAY,NR6005,,,,,TfNSW Open Data,,,,,
4f7ebb42-87e0-43b0-bc8c-a5d2c4420f86,B11809,NB BRIDGE ON SH10,Th. Coffs Harbour,NSW,Bridge,Unknown,-29.7317,153.11981,,,FAIR,,,,,,5.14,UNRESTRICTED,true,Northern Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: ULMARRA LGA; Route No: SR9999450; Class: State Road; Waterway: Pillar Valley 5; Source: TfNSW Vertical Clearances Oct 2023,ULMARRA LGA,SR9999450,,,,,TfNSW Open Data,,,,,
45ff37c9-342a-492a-8de5-f8faf297a0b7,B00338,BR ON SH10 (S/B),Cowan,NSW,Bridge,Unknown,-33.60672,151.16178,,,FAIR,,,,,,5.14,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: SYDNEY-NEWCASTLE FREEWAY; Route No: NR6003; Class: National Highway; Waterway: F3 On/Off Ramps; Source: TfNSW Vertical Clearances Oct 2023,SYDNEY-NEWCASTLE FREEWAY,NR6003,,,,,TfNSW Open Data,,,,,
ed9a8fb2-ef0c-4dda-8c5b-a33c3178b9e0,B11810,SB BRIDGE ON SH10,Th. Coffs Harbour,NSW,Bridge,Unknown,-29.73178,153.12,,,FAIR,,,,,,5.14,UNRESTRICTED,true,Northern Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: ULMARRA LGA; Route No: SR9999450; Class: State Road; Waterway: Pillar Valley 5; Source: TfNSW Vertical Clearances Oct 2023,ULMARRA LGA,SR9999450,,,,,TfNSW Open Data,,,,,
3a6f6821-85ae-4172-9acb-ea4374dbe2e2,B00510,BR ON WALLGROVE RD,Eastern Creek,NSW,Bridge,Unknown,-33.79763,150.85324,,,FAIR,,,,,,5.15,UNRESTRICTED,true,Central River Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: WESTERN FREEWAY; Route No: NR6004; Class: National Highway; Waterway: Over M4; Source: TfNSW Vertical Clearances Oct 2023,WESTERN FREEWAY,NR6004,,,,,TfNSW Open Data,,,,,
dc49ffff-4242-4e1c-88cc-0457973a9ea6,B00165,AUS GLF CLUB ACESS,Kensington,NSW,Bridge,Unknown,-33.91903,151.21119,,,FAIR,,,,,,5.15,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: BOTANY-PADDINGTON; Route No: SR593; Class: State Road; Waterway: Suthern X Dr; Source: TfNSW Vertical Clearances Oct 2023,BOTANY-PADDINGTON,SR593,,,,,TfNSW Open Data,,,,,
52af9adf-0a29-43db-9176-ec9b76f72137,B00973,TOLLGATE DRIVE,Linden,NSW,Bridge,Unknown,-33.71787,150.49655,,,FAIR,,,,,,5.15,UNRESTRICTED,true,Western Parkland Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: GREAT WESTERN HIGHWAY; Route No: HW5; Class: State Highway; Waterway: Sh5; Source: TfNSW Vertical Clearances Oct 2023,GREAT WESTERN HIGHWAY,HW5,,,,,TfNSW Open Data,,,,,
c2c03323-2b3c-4008-ba8c-d5c8fab00e52,B00602,MITCHELL'S BRIDGE,Minto,NSW,Bridge,Unknown,-34.01263,150.82761,,,FAIR,,,,,,5.15,UNRESTRICTED,true,Western Parkland Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: HUME HIGHWAY; Route No: HW2; Class: State Highway; Waterway: Sh2; Source: TfNSW Vertical Clearances Oct 2023,HUME HIGHWAY,HW2,,,,,TfNSW Open Data,,,,,
9310458f-158c-44a2-bf60-d3067dee8559,B08857,BR ON BEECROFT RD,Cheltenham,NSW,Bridge,Unknown,-33.76315,151.07966,,,FAIR,,,,,,5.16,UNRESTRICTED,true,Central River Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: M2 MOTORWAY; Route No: NR6002; Class: National Highway; Waterway: M2; Source: TfNSW Vertical Clearances Oct 2023,M2 MOTORWAY,NR6002,,,,,TfNSW Open Data,,,,,
182f3304-9229-454e-b3f3-ddf109b4986b,B08387,BR ON HENRY LAWSON,Milperra,NSW,Bridge,Unknown,-33.94491,150.98229,,,FAIR,,,,,,5.16,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Ov 6005 (M5); Source: TfNSW Vertical Clearances Oct 2023,SOUTH WESTERN FREEWAY,NR6005,,,,,TfNSW Open Data,,,,,
6b35ad75-7f76-4b87-b4dc-0f4a9c21d7f8,B06848,BRIDGE ON M4,Silverwater,NSW,Bridge,Unknown,-33.84285,151.04422,,,FAIR,,,,,,5.16,UNRESTRICTED,true,Central River Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: LUCAS HEIGHTS-DUNDAS; Route No: SR190; Class: State Road; Waterway: Over Silverwater Road; Source: TfNSW Vertical Clearances Oct 2023,LUCAS HEIGHTS-DUNDAS,SR190,,,,,TfNSW Open Data,,,,,
716fab84-454c-4d7a-b94e-23e4e0bb4b5e,B08381,BR ON GIBSON AV,Padstow,NSW,Bridge,Unknown,-33.9402,151.02773,,,FAIR,,,,,,5.17,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: SOUTH WESTERN FREEWAY; Route No: NR6005; Class: National Highway; Waterway: Ov 6005 (M5); Source: TfNSW Vertical Clearances Oct 2023,SOUTH WESTERN FREEWAY,NR6005,,,,,TfNSW Open Data,,,,,
a97b6748-ab0a-402c-9158-00721bed62d7,B07815,BR ON PACIFIC HWY,Gordon-Pymble,NSW,Bridge,Unknown,-33.75117,151.14732,,,FAIR,,,,,,5.17,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: RYDE-MONA VALE; Route No: SR162; Class: State Road; Waterway: Ov Ryde & M'Vale Rd; Source: TfNSW Vertical Clearances Oct 2023,RYDE-MONA VALE,SR162,,,,,TfNSW Open Data,,,,,
4ed021c5-c5d6-4053-8dc1-372482fe60bf,B00393,WATER PIPES,West Ryde,NSW,Bridge,Unknown,-33.80806,151.09018,,,FAIR,,,,,,5.17,UNRESTRICTED,true,Central River Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: MILLERS PT-PARRAMATTA; Route No: SR165; Class: State Road; Waterway: Over Victoria Rd; Source: TfNSW Vertical Clearances Oct 2023,MILLERS PT-PARRAMATTA,SR165,,,,,TfNSW Open Data,,,,,
d69bfb89-f696-4eac-a122-3f690c94565b,B10777,TWIN VIADUCT BRIDGE,Banora Point,NSW,Viaduct,Prestressed Concrete,-28.22045,153.55067,,,FAIR,,,,,,5.18,UNRESTRICTED,true,Northern Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: Unknown; Route No: LR; Class: Local Road; Waterway: Banora Point Valley; Source: TfNSW Vertical Clearances Oct 2023,Unknown,LR,,,,,TfNSW Open Data,,,,,
d1604521-cdd1-46ea-b672-c39e1b73d796,B00145,BR ON KOORABAN ST.,Waterfall,NSW,Bridge,Unknown,-34.13524,150.99413,,,FAIR,,,,,,5.18,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: PRINCES HIGHWAY; Route No: HW1; Class: State Highway; Waterway: (Mr393)  Over Sh1; Source: TfNSW Vertical Clearances Oct 2023,PRINCES HIGHWAY,HW1,,,,,TfNSW Open Data,,,,,
6b9c6f55-f259-4e67-9008-010f63dfc573,B08712,PEDO(NEAR MENAI PK),Menai,NSW,Bridge,Unknown,-34.0181,151.01603,,,FAIR,,,,,,5.18,UNRESTRICTED,true,Eastern Habour Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: SUTHERLAND-MENAI; Route No: SR663; Class: State Road; Waterway: Menai Rd; Source: TfNSW Vertical Clearances Oct 2023,SUTHERLAND-MENAI,SR663,,,,,TfNSW Open Data,,,,,
2bf4ba07-36a8-4736-9e3c-32848a857508,B07565,GRANVILLE,Good St & Church St,NSW,Viaduct,Prestressed Concrete,-33.82697,151.01216,,,FAIR,,,,,,5.19,UNRESTRICTED,true,Central River Zone,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: GREAT WESTERN HIGHWAY; Route No: HW5; Class: State Highway; Waterway: Spans 36-58 Between; Source: TfNSW Vertical Clearances Oct 2023,GREAT WESTERN HIGHWAY,HW5,,,,,TfNSW Open Data,,,,,
ee3c2508-87d4-4c0a-a353-a110c61c1f13,B08571,S/B PGIRD BRIDGE,Sydney,NSW,Prestressed Concrete Girder,Prestressed Concrete,-33.34507,151.36898,,,FAIR,,,,,,5.19,UNRESTRICTED,true,Hunter Precinct,TfNSW,TfNSW,,,,,,T44,false,,false,false,false,false,LOW,,https://opendata.transport.nsw.gov.au,,,Road: PACIFIC HIGHWAY; Route No: HW10; Class: State Highway; Waterway: Pacific Highway; Source: TfNSW Vertical Clearances Oct 2023,PACIFIC HIGHWAY,HW10,,,,,TfNSW Open Data,,,,,
